Name,Bridge number,Nakanishi index,Tunnel number,Symmetry type,Full symmetry group,Montesinos?,Montesinos fractions,Jones polynomial evaluated at exp(2*pi*sqrt(-1)/5),Tunnel number one detected by a realizable Heegaard splitting?,Lustig-Moriah?
11n_114,3,1,2,chiral,1,N,['n/a'],1.0056024257980511,N,N
11n_115,3,1,,reversible,D1,N,['n/a'],0.6082734870461961,N,N
11n_116,3,1,2,chiral,1,N,['n/a'],1.096187084284049,N,N
11n_117,3,1,,reversible,D1,N,['n/a'],1.1095237621426335,N,N
11n_118,3,"[1, 2]",,reversible,D1,N,['n/a'],1.874755564734771,N,N
11n_119,3,1,,reversible,D1,N,['n/a'],1.7399705389122535,N,N
11n_120,3,1,2,chiral,1,N,['n/a'],1.601690206864045,N,N
11n_121,3,"[1, 2]",,reversible,D1,N,['n/a'],0.8096798518638731,N,N
11n_122,3,"[1, 2]",2,chiral,Z2,Y,"[2/3, -2/3, 3/7]",1.3440626826920197,N,N
11n_123,3,1,,reversible,D1,N,['n/a'],1.5061840699340108,N,N
11n_124,3,1,2,chiral,1,N,['n/a'],1.1357273831228725,N,N
11n_125,3,1,,reversible,D1,N,['n/a'],1.3304673098315856,N,N
11n_126,3,2,2,reversible,D3,N,['n/a'],2.4397546042081673,N,N
11n_127,3,1,,reversible,D1,N,['n/a'],0.3964016555475644,N,N
11n_128,3,1,2,chiral,1,N,['n/a'],1.6776874302921874,N,N
11n_129,3,1,2,chiral,1,N,['n/a'],0.9908679951250178,N,N
11n_130,3,1,2,chiral,1,N,['n/a'],1.8362777605168683,N,N
11n_131,3,1,2,chiral,1,N,['n/a'],1.2332557186302524,N,N
11n_132,3,1,2,chiral,1,N,['n/a'],1.460391186036722,N,N
11n_133,3,2,2,reversible,D3,N,['n/a'],1.4603911860367726,N,N
11n_134,3,1,2,chiral,1,N,['n/a'],1.4541532931629468,N,N
11n_135,3,1,1,reversible,D1,N,['n/a'],0.5895117958968055,Y,N
11n_136,3,"[1, 2]",,reversible,D1,N,['n/a'],1.1691411441858428,N,N
11n_137,3,"[1, 2]",2,reversible,D2,Y,"[2/3, 2/3, -3/7]",1.3657738484177657,N,N
11n_138,3,1,2,reversible,D2,Y,"[2/3, -1/3, -4/7]",1.0961870842840455,N,N
11n_139,3,1,2,chiral,Z2,Y,"[2/3, -2/3, 1/5]",0.3819660112501051,N,N
11n_140,3,1,2,reversible,D2,Y,"[2/3, 2/3, -1/5]",0.4524729204783251,N,N
11n_141,3,1,2,reversible,D2,Y,"[2/3, -1/3, -4/5]",0.7410467470090073,N,N
11n_142,3,1,,reversible,D1,N,['n/a'],1.014601820916952,N,N
11n_143,3,1,1,reversible,D1,N,['n/a'],1.6688973182171556,Y,N
11n_144,3,"[1, 2]",,reversible,D1,N,['n/a'],0.6230387237406652,N,N
11n_145,3,1,1,reversible,D1,N,['n/a'],1.8201874364341872,Y,N
11n_146,3,"[1, 2]",,reversible,D1,N,['n/a'],1.6579677398183261,N,N
11n_147,3,1,2,chiral,1,N,['n/a'],1.6164804329187763,N,N
11n_148,3,2,2,reversible,D2,N,['n/a'],1.2138048427524133,N,N
11n_149,3,"[1, 2]",,reversible,D1,N,['n/a'],0.31352920518708494,N,N
11n_150,3,1,,reversible,D1,N,['n/a'],1.2941979446902188,N,N
11n_151,3,1,2,chiral,Z2,N,['n/a'],0.5023238148956987,N,N
11n_152,3,1,,reversible,D1,N,['n/a'],0.5023238148956987,N,N
11n_153,3,1,,reversible,D1,N,['n/a'],1.240604805637693,N,N
11n_154,3,1,2,chiral,1,N,['n/a'],1.4680650168830158,N,N
11n_155,3,1,,reversible,D1,N,['n/a'],0.573884606227075,N,N
11n_156,3,1,,reversible,D1,N,['n/a'],2.1068650508612476,N,N
11n_157,3,2,2,reversible,D1,N,['n/a'],1.3304673098315973,N,N
11n_158,3,"[1, 2]",,reversible,D1,N,['n/a'],1.1437033291077725,N,N
11n_159,3,1,2,chiral,1,N,['n/a'],1.565897812769975,N,N
11n_160,3,1,2,chiral,1,N,['n/a'],1.4041970610571928,N,N
11n_161,3,1,,reversible,D1,N,['n/a'],0.5578197961952749,N,N
11n_162,3,2,2,reversible,D1,N,['n/a'],1.3372822734066168,N,N
11n_163,3,1,,reversible,D1,N,['n/a'],1.751613704576851,N,N
11n_164,3,2,2,reversible,D2,N,['n/a'],2.1626066907243637,N,N
11n_165,3,2,2,reversible,D1,N,['n/a'],1.1534859264655273,N,N
11n_166,3,1,2,chiral,1,N,['n/a'],1.1357273831228725,N,N
11n_167,3,2,2,reversible,D1,N,['n/a'],2.3212447633286004,N,N
11n_168,3,"[1, 2]",,reversible,D1,N,['n/a'],1.2138048427524133,N,N
11n_169,3,"[1, 2]",,reversible,D1,N,['n/a'],1.1643258891982278,N,N
11n_170,3,1,,reversible,D1,N,['n/a'],0.9159841538081529,N,N
11n_171,3,1,,reversible,D1,N,['n/a'],1.447888526019787,N,N
11n_172,3,1,2,chiral,1,N,['n/a'],1.1768906624088424,N,N
11n_173,3,"[1, 2]",,reversible,D1,N,['n/a'],1.6016902068640488,N,N
11n_174,3,1,2,chiral,1,N,['n/a'],1.3098096861068422,N,N
11n_175,3,2,2,reversible,D1,N,['n/a'],1.657967739818339,N,N
11n_176,3,1,2,chiral,1,N,['n/a'],1.020124058034228,N,N
11n_177,3,1,2,chiral,1,N,['n/a'],1.3805764371448388,N,N
11n_178,3,1,,reversible,D1,N,['n/a'],1.8294236852259613,N,N
11n_179,3,1,,reversible,D1,N,['n/a'],1.4415965342434285,N,N
11n_180,3,"[1, 2]",,reversible,D1,N,['n/a'],0.6952497348223338,N,N
11n_181,3,"[1, 2]",,reversible,D1,N,['n/a'],0.673762078750735,N,N
11n_182,3,1,,reversible,D1,N,['n/a'],1.0167146680916819,N,N
11n_183,3,2,2,reversible,D2,N,['n/a'],1.6918134013553248,N,N
11n_184,3,1,2,chiral,Z2,N,['n/a'],1.5447517187415212,N,N
11n_185,3,2,2,reversible,D2,N,['n/a'],1.696396382064396,N,N
12a_1,3,1,2,chiral,1,N,['n/a'],0.8968305763614217,N,N
12a_2,3,1,2,chiral,1,N,['n/a'],0.9802990622071985,N,N
12a_3,3,1,1,reversible,D1,Y,"[1/2, 3/5, 7/9]",0.87141271944661,Y,N
12a_4,3,1,2,negative amphicheiral,D1,N,['n/a'],1.1590536512467509,N,N
12a_5,3,1,2,chiral,1,N,['n/a'],0.8175922250291757,N,N
12a_6,3,1,2,chiral,1,N,['n/a'],0.7690531322183469,N,N
12a_7,3,1,2,chiral,1,N,['n/a'],0.6895031872922253,N,N
12a_8,3,1,2,chiral,1,N,['n/a'],0.5216791891497506,N,N
12a_9,3,1,1,reversible,D1,Y,"[1/2, 3/5, 2/9]",1.0111738117365403,Y,N
12a_10,3,1,2,chiral,1,N,['n/a'],0.948419751580033,N,N
12a_11,3,1,2,chiral,1,N,['n/a'],0.9651784272225902,N,N
12a_12,3,1,1,reversible,D1,Y,"[1/2, 3/5, 9/7]",0.7468159102933437,Y,N
12a_13,3,1,2,chiral,1,N,['n/a'],0.6540773456105425,N,N
12a_14,3,1,2,chiral,1,N,['n/a'],0.6895031872922253,N,N
12a_15,3,1,2,chiral,1,N,['n/a'],0.6540773456105425,N,N
12a_16,3,1,1,reversible,D1,Y,"[1/2, 3/5, 8/11]",1.319987027461358,Y,N
12a_17,3,1,1,reversible,D1,Y,"[1/2, 3/5, 8/13]",1.2502848101356925,Y,N
12a_18,3,1,1,reversible,D1,Y,"[1/2, 3/5, 3/11]",0.9438836276667387,Y,N
12a_19,3,1,1,reversible,D1,Y,"[1/2, 3/5, 7/11]",1.3902358208755563,Y,N
12a_20,3,1,1,reversible,D1,Y,"[1/2, 3/5, 5/13]",1.217335581874751,Y,N
12a_21,3,1,1,reversible,D1,Y,"[1/2, 3/5, 12/7]",0.8568752148999405,Y,N
12a_22,3,1,1,reversible,D1,Y,"[1/2, 3/5, 5/9]",1.2423333470028806,Y,N
12a_23,3,1,2,chiral,1,N,['n/a'],0.9916948769187123,N,N
12a_24,3,1,1,reversible,D1,Y,"[1/2, 3/5, 4/11]",0.9745511852097074,Y,N
12a_25,3,1,1,reversible,D2,Y,"[1/2, 3/5, 13/5]",1.3044970904095936,Y,N
12a_26,3,1,1,reversible,D1,Y,"[1/2, 3/5, 9/5]",1.1246117975016823,Y,N
12a_27,3,1,1,reversible,D1,Y,"[1/2, 3/5, 11/7]",1.4072501941308078,Y,N
12a_28,3,1,1,reversible,D1,Y,"[1/2, 3/5, 12/5]",0.29783161161593663,Y,N
12a_29,4,2,2,reversible,D1,Y,"[1/2, 2/3, 2/3, 3/5]",1.090585491357453,N,N
12a_30,4,2,2,reversible,D1,Y,"[1/2, 1/3, 2/3, 3/5]",1.2293586839918778,N,N
12a_31,3,1,1,reversible,D1,Y,"[1/2, 3/5, 4/9]",0.2905371018871439,Y,N
12a_32,3,1,1,reversible,D1,Y,"[1/2, 2/3, 18/5]",1.0898336427263124,Y,N
12a_33,4,2,2,reversible,D1,Y,"[1/2, 2/3, 1/3, 3/5]",1.2293586839918778,N,N
12a_34,3,1,1,reversible,D1,Y,"[1/2, 3/5, 6/5]",1.0710202029093585,Y,N
12a_35,3,1,1,reversible,D1,Y,"[1/2, 3/5, 10/7]",1.4406762479409638,Y,N
12a_36,4,2,2,reversible,D1,Y,"[1/2, 1/3, 1/3, 3/5]",1.2585885899908267,N,N
12a_37,3,1,1,reversible,D1,Y,"[1/2, 1/3, 18/5]",0.8857116468223691,Y,N
12a_38,2,1,1,reversible,D2,N,['n/a'],0.7082039324993694,Y,N
12a_39,3,1,2,chiral,1,N,['n/a'],0.7923408058716574,N,N
12a_40,3,1,2,chiral,1,N,['n/a'],0.44657217943305955,N,N
12a_41,3,1,2,chiral,1,N,['n/a'],0.47386886912717746,N,N
12a_42,3,1,1,reversible,D1,Y,"[1/2, 2/3, 9/11]",1.0398587344262074,Y,N
12a_43,3,1,2,chiral,1,N,['n/a'],0.5427906170280543,N,N
12a_44,3,1,2,reversible,D1,N,['n/a'],0.6646096064409531,N,N
12a_45,3,1,2,chiral,1,N,['n/a'],0.6883133735025919,N,N
12a_46,3,1,2,chiral,1,N,['n/a'],0.63537811683765,N,N
12a_47,3,1,2,chiral,1,N,['n/a'],0.1848291648158534,N,N
12a_48,3,1,2,chiral,1,N,['n/a'],0.8914640705432847,N,N
12a_49,3,"[1, 2]",2,chiral,1,N,['n/a'],1.4436522344412943,N,N
12a_50,3,1,2,chiral,1,N,['n/a'],0.7707757367330791,N,N
12a_51,3,1,2,chiral,1,N,['n/a'],1.0154093756469982,N,N
12a_52,3,1,2,chiral,1,N,['n/a'],0.8165890651267705,N,N
12a_53,3,"[1, 2]",2,chiral,1,N,['n/a'],0.9860134330400574,N,N
12a_54,3,1,2,chiral,1,N,['n/a'],0.7468159102900125,N,N
12a_55,3,1,2,chiral,1,N,['n/a'],0.6717907580498442,N,N
12a_56,3,1,1,reversible,D1,Y,"[1/2, 2/3, 2/11]",0.6374620518254075,Y,N
12a_57,3,1,2,chiral,1,N,['n/a'],0.904540677708269,N,N
12a_58,3,1,2,negative amphicheiral,D1,N,['n/a'],0.3049516849970644,N,N
12a_59,3,1,2,chiral,1,N,['n/a'],0.800424597675214,N,N
12a_60,3,1,2,chiral,1,N,['n/a'],0.8914640705432847,N,N
12a_61,3,1,2,chiral,1,N,['n/a'],0.3436866652718331,N,N
12a_62,3,1,1,reversible,D1,Y,"[1/2, 2/3, 11/9]",1.0398587344240842,Y,N
12a_63,3,1,2,chiral,1,N,['n/a'],0.800424597675214,N,N
12a_64,3,1,2,chiral,Z2,N,['n/a'],0.6646096064409531,N,N
12a_65,3,1,2,chiral,1,N,['n/a'],0.6883133735025919,N,N
12a_66,3,1,2,chiral,1,N,['n/a'],1.4206877512347138,N,N
12a_67,3,1,2,chiral,1,N,['n/a'],0.8593759335793588,N,N
12a_68,3,1,2,chiral,1,N,['n/a'],0.49267872024686454,N,N
12a_69,3,1,2,chiral,1,N,['n/a'],1.4102967175379322,N,N
12a_70,3,1,2,chiral,1,N,['n/a'],1.3147155577035528,N,N
12a_71,3,1,2,chiral,1,N,['n/a'],1.5006829050232484,N,N
12a_72,3,1,2,chiral,1,N,['n/a'],1.177586929448813,N,N
12a_73,3,1,2,chiral,1,N,['n/a'],0.44657217943305955,N,N
12a_74,3,"[1, 2]",2,reversible,D1,N,['n/a'],1.4013607093796667,N,N
12a_75,3,1,2,chiral,1,N,['n/a'],1.0352339319835777,N,N
12a_76,3,1,2,chiral,1,N,['n/a'],0.5065778087482133,N,N
12a_77,3,1,1,reversible,D1,Y,"[1/2, 2/3, 13/21]",0.8133342910276181,Y,N
12a_78,3,1,1,reversible,D1,Y,"[1/2, 2/3, 5/17]",0.2573542137468081,Y,N
12a_79,3,1,2,reversible,D1,N,['n/a'],1.1364488699093138,N,N
12a_80,3,1,2,chiral,1,N,['n/a'],0.6801022433223032,N,N
12a_81,3,1,1,reversible,D1,Y,"[1/2, 2/3, 16/9]",0.9745511852097151,Y,N
12a_82,3,1,1,reversible,D1,Y,"[1/2, 2/3, 12/17]",0.6749775432604928,Y,N
12a_83,3,1,1,reversible,D1,Y,"[1/2, 2/3, 12/19]",0.890544128006164,Y,N
12a_84,3,1,1,reversible,D1,Y,"[1/2, 2/3, 11/19]",0.7298006646745393,Y,N
12a_85,3,1,1,reversible,D1,Y,"[1/2, 2/3, 9/13]",0.6633751456381383,Y,N
12a_86,3,1,1,reversible,D1,Y,"[1/2, 2/3, 11/15]",0.7468159102932947,Y,N
12a_87,3,1,1,reversible,D1,Y,"[1/2, 2/3, 7/19]",0.24348883725925477,Y,N
12a_88,3,1,2,chiral,1,N,['n/a'],1.101584557193706,N,N
12a_89,3,1,2,chiral,1,N,['n/a'],0.9557137542838315,N,N
12a_90,3,1,2,chiral,1,N,['n/a'],0.8763240554857045,N,N
12a_91,3,1,2,chiral,1,N,['n/a'],0.5530442050184831,N,N
12a_92,3,1,2,chiral,1,N,['n/a'],1.0526492893666173,N,N
12a_93,3,1,2,chiral,1,N,['n/a'],1.1196050447818324,N,N
12a_94,3,1,2,chiral,1,N,['n/a'],1.1882070400868354,N,N
12a_95,3,1,1,reversible,D1,Y,"[1/2, 2/3, 8/21]",1.1102622770780126,Y,N
12a_96,3,1,1,reversible,D1,Y,"[1/2, 2/3, 4/13]",0.5678020463138905,Y,N
12a_97,3,1,1,reversible,D1,Y,"[1/2, 2/3, 4/15]",1.06249878061243,Y,N
12a_98,3,1,1,reversible,D1,Y,"[1/2, 2/3, 19/11]",0.6883133735029284,Y,N
12a_99,3,1,1,reversible,D1,Y,"[1/2, 2/3, 21/13]",0.6332873243598207,Y,N
12a_100,3,2,2,chiral,1,N,['n/a'],0.7525408470456542,N,N
12a_101,3,1,2,chiral,1,N,['n/a'],0.14238351461547,N,N
12a_102,3,"[1, 2]",2,chiral,1,N,['n/a'],0.24683224873027731,N,N
12a_103,3,1,2,reversible,D1,N,['n/a'],0.09506222416580773,N,N
12a_104,3,1,1,reversible,D1,Y,"[1/2, 2/3, 19/7]",0.21920441396213353,Y,N
12a_105,3,1,2,chiral,1,N,['n/a'],0.5931408085827222,N,N
12a_106,3,1,1,reversible,D1,Y,"[1/2, 2/3, 16/7]",0.4368557986728166,Y,N
12a_107,3,"[1, 2]",2,chiral,1,N,['n/a'],0.24683224873027731,N,N
12a_108,3,1,2,chiral,1,N,['n/a'],0.35595539958728684,N,N
12a_109,3,1,2,chiral,1,N,['n/a'],1.2034106541768899,N,N
12a_110,3,1,1,reversible,D1,Y,"[1/2, 2/3, 8/19]",0.9860134330401467,Y,N
12a_111,3,1,2,chiral,1,N,['n/a'],0.5530442050184831,N,N
12a_112,3,1,1,reversible,D1,Y,"[1/2, 2/3, 15/11]",0.528293056794995,Y,N
12a_113,4,2,2,reversible,D2,Y,"[1/2, 2/3, 3/5, 2/3]",1.090585491358695,N,N
12a_114,4,2,2,reversible,D2,Y,"[1/2, 2/3, 2/5, 2/3]",1.2144799469042933,N,N
12a_115,3,1,2,chiral,1,N,['n/a'],0.14238351461547,N,N
12a_116,4,2,2,reversible,D1,Y,"[1/2, 2/3, 2/5, 1/3]",1.0697811733614075,N,N
12a_117,4,2,2,reversible,D1,Y,"[1/2, 2/3, 2/3, 2/5]",1.2144799469042933,N,N
12a_118,3,1,1,reversible,D1,Y,"[1/2, 2/3, 17/5]",0.36333081182057186,Y,N
12a_119,4,2,2,reversible,D2,Y,"[1/2, 2/3, 2/3, 5/3]",1.3622559639776821,N,N
12a_120,3,1,2,chiral,1,N,['n/a'],0.35595539958728684,N,N
12a_121,3,1,1,reversible,D1,Y,"[1/2, 2/3, 13/9]",0.6983294745857266,Y,N
12a_122,4,2,2,reversible,D1,Y,"[1/2, 2/3, 1/3, 2/5]",1.0697811733614075,N,N
12a_123,3,1,2,chiral,1,N,['n/a'],0.43685579867657376,N,N
12a_124,3,1,1,reversible,D1,Y,"[1/2, 2/5, 7/9]",0.7392548715359316,Y,N
12a_125,3,1,2,negative amphicheiral,D1,N,['n/a'],0.5491502812526186,N,N
12a_126,3,1,2,chiral,1,N,['n/a'],0.2229123600033489,N,N
12a_127,3,1,2,chiral,1,N,['n/a'],0.8983081870150678,N,N
12a_128,3,1,1,reversible,D1,Y,"[1/2, 2/5, 2/9]",0.5578197961952478,Y,N
12a_129,3,1,2,chiral,1,N,['n/a'],0.611791219574174,N,N
12a_130,3,1,1,reversible,D1,Y,"[1/2, 2/5, 9/7]",1.3430755670636254,Y,N
12a_131,3,1,2,chiral,1,N,['n/a'],0.5886518380868878,N,N
12a_132,3,1,2,chiral,1,N,['n/a'],0.2229123600033489,N,N
12a_133,3,1,2,chiral,1,N,['n/a'],0.5886518380868878,N,N
12a_134,3,1,2,chiral,1,N,['n/a'],0.4899793926508523,N,N
12a_135,3,1,2,chiral,1,N,['n/a'],0.6581202066218682,N,N
12a_136,3,1,2,chiral,1,N,['n/a'],0.8593759335793588,N,N
12a_137,3,1,2,chiral,1,N,['n/a'],1.107130501086157,N,N
12a_138,3,1,2,chiral,1,N,['n/a'],1.2502848101356925,N,N
12a_139,3,1,2,chiral,1,N,['n/a'],1.1859725704199968,N,N
12a_140,3,1,2,chiral,1,N,['n/a'],1.033158958062938,N,N
12a_141,3,1,1,reversible,D1,Y,"[1/2, 2/3, 14/11]",0.2192044139584568,Y,N
12a_142,3,1,1,reversible,D1,Y,"[1/2, 2/3, 18/11]",0.8778361842531271,Y,N
12a_143,3,1,1,reversible,D1,Y,"[1/2, 2/3, 6/7]",0.9258550568338058,Y,N
12a_144,3,1,1,reversible,D1,Y,"[1/2, 2/3, 10/13]",0.46931848870677423,Y,N
12a_145,3,1,1,reversible,D1,Y,"[1/2, 2/3, 10/17]",0.9461544080552744,Y,N
12a_146,3,1,1,reversible,D1,Y,"[1/2, 2/3, 1/7]",0.7410467470088791,Y,N
12a_147,3,1,1,reversible,D1,Y,"[1/2, 2/3, 3/13]",0.9723467238114034,Y,N
12a_148,3,1,1,reversible,D1,Y,"[1/2, 2/3, 7/17]",0.9651784271945847,Y,N
12a_149,3,1,1,reversible,D1,Y,"[1/2, 2/3, 18/13]",0.6003330254249146,Y,N
12a_150,3,"[1, 2]",2,reversible,D1,N,['n/a'],1.2888209980866576,N,N
12a_151,3,1,1,reversible,D1,Y,"[1/2, 2/3, 14/9]",1.103247127268807,Y,N
12a_152,3,1,1,reversible,D1,Y,"[1/2, 2/3, 6/11]",1.0930149798996411,Y,N
12a_153,3,1,1,reversible,D1,Y,"[1/2, 2/3, 5/11]",0.7363463205498795,Y,N
12a_154,3,1,2,chiral,1,N,['n/a'],0.6074400908938825,N,N
12a_155,3,1,2,chiral,1,N,['n/a'],0.2434888372589874,N,N
12a_156,3,"[1, 2]",2,reversible,D1,N,['n/a'],0.2905371018871359,N,N
12a_157,4,2,2,reversible,D1,Y,"[1/2, 2/3, 3/5, 1/3]",1.2293586839921,N,N
12a_158,3,1,1,reversible,D1,Y,"[1/2, 2/3, 14/5]",0.4103297592085895,Y,N
12a_159,3,1,1,reversible,D1,Y,"[1/2, 2/3, 18/7]",0.9745511852094227,Y,N
12a_160,3,1,1,reversible,D1,Y,"[1/2, 2/3, 11/5]",0.5133862617885586,Y,N
12a_161,3,1,1,reversible,D1,Y,"[1/2, 2/3, 17/7]",0.9342032360996716,Y,N
12a_162,3,1,2,chiral,1,N,['n/a'],0.6074400908938825,N,N
12a_163,3,1,2,chiral,1,N,['n/a'],0.809053948445845,N,N
12a_164,4,2,2,reversible,D1,Y,"[1/2, 2/3, 2/3, 4/3]",1.4304304234647074,N,N
12a_165,3,1,1,reversible,D2,Y,"[1/2, 2/3, 14/3]",1.0794743587862756,Y,N
12a_166,4,2,2,reversible,D2,Y,"[1/2, 2/3, 1/3, 5/3]",1.4304304234647074,N,N
12a_167,4,2,2,reversible,D1,Y,"[1/2, 2/3, 1/3, 4/3]",1.4695260307473588,N,N
12a_168,3,1,1,reversible,D1,Y,"[1/2, 2/3, 13/3]",1.020124058032931,Y,N
12a_169,2,1,1,reversible,D2,N,['n/a'],0.5895117958969117,Y,N
12a_170,3,1,1,reversible,D1,Y,"[1/2, 2/5, 8/11]",1.1051905198343581,Y,N
12a_171,3,1,1,reversible,D1,Y,"[1/2, 2/5, 8/13]",1.177586929448813,Y,N
12a_172,3,1,1,reversible,D1,Y,"[1/2, 2/5, 3/11]",1.4081923253039004,Y,N
12a_173,3,1,1,reversible,D1,Y,"[1/2, 2/5, 7/11]",0.87141271944661,Y,N
12a_174,3,1,1,reversible,D1,Y,"[1/2, 2/5, 5/13]",1.20807013097608,Y,N
12a_175,3,1,1,reversible,D1,Y,"[1/2, 2/5, 12/7]",1.4072501941331594,Y,N
12a_176,3,1,1,reversible,D1,Y,"[1/2, 2/5, 5/9]",0.15993154021967335,Y,N
12a_177,3,2,2,chiral,1,N,['n/a'],2.106235463184972,N,N
12a_178,3,1,1,reversible,D1,Y,"[1/2, 2/5, 4/11]",1.280073078994243,Y,N
12a_179,3,1,1,reversible,D1,Y,"[1/2, 2/5, 9/5]",1.3278549939899802,Y,N
12a_180,3,1,1,reversible,D1,Y,"[1/2, 2/5, 11/7]",0.6801022433223032,Y,N
12a_181,3,1,1,reversible,D2,Y,"[1/2, 2/5, 12/5]",1.3755371837457868,Y,N
12a_182,4,2,2,reversible,D1,Y,"[1/2, 1/3, 2/3, 2/5]",1.0697811733614075,N,N
12a_183,3,1,1,reversible,D1,Y,"[1/2, 2/5, 4/9]",1.1534859264655315,Y,N
12a_184,3,1,2,chiral,1,N,['n/a'],1.042706763191914,N,N
12a_185,3,1,2,chiral,1,N,['n/a'],1.263693326234519,N,N
12a_186,3,1,2,chiral,1,N,['n/a'],0.9107305179851819,N,N
12a_187,3,1,2,chiral,1,N,['n/a'],0.6243529421900372,N,N
12a_188,3,1,2,chiral,1,N,['n/a'],0.4899793926508523,N,N
12a_189,3,1,2,chiral,1,N,['n/a'],1.357148686202488,N,N
12a_190,3,1,2,chiral,1,N,['n/a'],0.9229856737535833,N,N
12a_191,3,1,2,chiral,1,N,['n/a'],1.2105224689381426,N,N
12a_192,3,1,2,chiral,1,N,['n/a'],0.10811726330294377,N,N
12a_193,3,1,1,reversible,D1,Y,"[1/2, 2/5, 6/5]",1.282782703744941,Y,N
12a_194,3,1,1,reversible,D1,Y,"[1/2, 2/5, 10/7]",0.7468159102899566,Y,N
12a_195,4,2,2,reversible,D1,Y,"[1/2, 1/3, 1/3, 2/5]",0.983834655226358,N,N
12a_196,3,1,1,reversible,D1,Y,"[1/2, 1/3, 17/5]",0.6174405832252609,Y,N
12a_197,2,1,1,reversible,D2,N,['n/a'],1.2479106137894662,Y,N
12a_198,3,1,2,chiral,1,N,['n/a'],1.04934558127362,N,N
12a_199,3,"[1, 2]",2,reversible,D1,N,['n/a'],1.1609036255320164,N,N
12a_200,3,1,2,chiral,1,N,['n/a'],0.9387861358951923,N,N
12a_201,3,1,2,chiral,1,N,['n/a'],0.25735421375209167,N,N
12a_202,3,1,2,chiral,1,N,['n/a'],1.1027878548516432,N,N
12a_203,3,1,1,reversible,D1,Y,"[1/2, 1/3, 13/21]",1.0697811733615958,Y,N
12a_204,2,1,1,reversible,D2,N,['n/a'],1.3183603040754257,Y,N
12a_205,3,1,1,reversible,D1,Y,"[1/2, 1/3, 14/11]",0.5776118095825031,Y,N
12a_206,2,1,1,reversible,D2,N,['n/a'],1.565897812769696,Y,N
12a_207,3,1,2,reversible,D1,N,['n/a'],0.46931848870662496,N,N
12a_208,3,1,2,reversible,D2,Y,"[2/3, 2/3, 9/7]",1.3648024358344264,N,N
12a_209,3,1,2,reversible,D1,N,['n/a'],1.353608386068108,N,N
12a_210,3,1,1,reversible,D2,Y,"[1/2, 5/7, 5/7]",1.5533905534029506,Y,N
12a_211,3,1,2,chiral,1,N,['n/a'],0.955713754279844,N,N
12a_212,3,1,1,reversible,D1,Y,"[1/2, 5/7, 2/7]",1.6592615488774587,Y,N
12a_213,3,1,2,chiral,1,N,['n/a'],0.8270339451944714,N,N
12a_214,3,1,2,chiral,1,N,['n/a'],0.631189606246334,N,N
12a_215,3,2,2,reversible,D2,Y,"[3/5, 3/5, 3/4]",1.6406287396634514,N,N
12a_216,3,2,2,reversible,D1,Y,"[3/5, 2/5, 1/4]",0.8518517542979847,N,N
12a_217,3,1,2,reversible,D1,Y,"[2/3, 3/5, 3/8]",1.177586929449065,N,N
12a_218,3,2,2,reversible,D1,Y,"[3/5, 2/5, 3/4]",1.1265183337952316,N,N
12a_219,3,1,2,reversible,D1,Y,"[2/3, 3/5, 7/4]",1.666019617286648,N,N
12a_220,3,1,2,reversible,D1,Y,"[1/3, 3/5, 5/8]",1.622599442681323,N,N
12a_221,2,1,1,reversible,D2,N,['n/a'],1.6008619561357476,Y,N
12a_222,3,1,2,chiral,1,N,['n/a'],0.10332556124591008,N,N
12a_223,3,1,2,reversible,D1,N,['n/a'],1.1395000708139107,N,N
12a_224,3,1,2,chiral,1,N,['n/a'],1.1716749640903386,N,N
12a_225,3,1,2,reversible,D1,Y,"[2/3, 3/5, 5/8]",1.367943497178147,N,N
12a_226,2,1,1,reversible,D2,N,['n/a'],0.9860134330401467,Y,N
12a_227,3,1,2,chiral,1,N,['n/a'],0.24683224873025003,N,N
12a_228,3,1,2,chiral,1,N,['n/a'],0.32284945245993063,N,N
12a_229,3,1,2,reversible,D2,Y,"[2/3, 2/3, 5/13]",0.333430872025329,N,N
12a_230,3,"[1, 2]",2,reversible,D1,N,['n/a'],0.8658886960663478,N,N
12a_231,3,1,2,reversible,D1,N,['n/a'],1.7214408888903112,N,N
12a_232,3,1,2,reversible,D2,Y,"[2/3, 2/5, 7/5]",1.2674847992761482,N,N
12a_233,3,1,2,chiral,1,N,['n/a'],0.947020331896593,N,N
12a_234,3,1,1,reversible,D1,Y,"[1/2, 5/7, 4/5]",1.6268735987538818,Y,N
12a_235,3,1,1,reversible,D1,Y,"[1/2, 5/7, 4/7]",1.2321798372695896,Y,N
12a_236,3,1,1,reversible,D1,Y,"[1/2, 5/7, 1/5]",1.695130916412173,Y,N
12a_237,3,1,1,reversible,D1,Y,"[1/2, 5/7, 3/7]",1.1553448160002644,Y,N
12a_238,3,1,1,reversible,D1,Y,"[1/2, 1/3, 19/7]",0.6851886155201271,Y,N
12a_239,2,1,1,reversible,D2,N,['n/a'],1.5623058987490541,Y,N
12a_240,3,1,1,reversible,D1,Y,"[1/2, 1/3, 18/13]",0.5107963759060183,Y,N
12a_241,2,1,1,reversible,D2,N,['n/a'],1.4352769597903619,Y,N
12a_242,3,1,1,reversible,D1,Y,"[1/2, 1/3, 21/13]",0.5491502812523182,Y,N
12a_243,2,1,1,reversible,D2,N,['n/a'],1.4352769597905912,Y,N
